	Entrez	Ensembl	Symbol	Ctrl1	Ctrl2	DT1	DT2
42081	723850	ENSMUSG00000065510	Mir361	0	0	0	0
14407	68817	ENSMUSG00000078515	Ddi2	258	474	196	38
29809	232680	ENSMUSG00000071553	Cpa2	10	2	0	0
30152	235527	ENSMUSG00000032377	Plscr4	28	151	130	31
33319	319924	ENSMUSG00000024897	Apba1	26	23	15	26
33317	319922	ENSMUSG00000050830	Vwc2	0	0	0	2
33306	319899	ENSMUSG00000032198	Dock6	260	628	340	144
30869	243874	ENSMUSG00000060508	Nlrp9b	0	0	0	0
32583	269254	ENSMUSG00000043535	Setx	866	1228	430	136
29388	228993	ENSMUSG00000023393	Slc17a9	18	7	8	6
35027	381673	ENSMUSG00000052014	A330070K13Rik	0	0	0	0
22031	102124	ENSMUSG00000013155	Enkd1	184	101	71	96
21001	94282	ENSMUSG00000033720	Sfxn5	91	124	327	77
15957	71643	ENSMUSG00000051278	Zgrf1	24	48	17	11
28443	216151	ENSMUSG00000020329	Polrmt	646	547	158	110
28455	216197	ENSMUSG00000046841	Ckap4	7723	5552	2999	1292
28396	215693	ENSMUSG00000052676	Zmat1	49	74	93	29
28393	215653	ENSMUSG00000027339	Rassf2	591	37	718	340
32517	268755	ENSMUSG00000097545	Mir124a-1hg	0	0	0	0
42109	723879	ENSMUSG00000076122	Mir503	0	0	0	0
29989	234072	ENSMUSG00000031448	Adprhl1	0	1	0	0
14403	68813	ENSMUSG00000044447	Dock5	1129	1437	403	75
34349	330814	ENSMUSG00000013033	Adgrl1	592	461	504	218
17241	73836	ENSMUSG00000037089	Slc35b2	2401	2088	1292	793
32722	271047	ENSMUSG00000066364	Serpina3b	0	0	0	0
32702	270198	ENSMUSG00000025648	Pfkfb4	157	70	113	74
32850	279029	ENSMUSG00000049897	Stkld1	1	0	4	1
50447	100504145	ENSMUSG00000097851	Platr30	0	0	0	0
17272	73883	ENSMUSG00000115709	4930431P22Rik	2	1	0	1
4456	19309	ENSMUSG00000032648	Pygm	8	16	210	54
27396	170936	ENSMUSG00000021514	Zfp369	58	90	85	34
30751	242662	ENSMUSG00000032890	Rims3	7	1	0	14
33930	320981	ENSMUSG00000038173	Enpp6	6	1	1	7
33641	320487	ENSMUSG00000035181	Heatr5a	1411	1530	376	207
55197	102635192	ENSMUSG00000087479	Gm16835	0	0	4	0
30141	235442	ENSMUSG00000036943	Rab8b	1081	645	821	725
28787	219132	ENSMUSG00000068245	Phf11d	84	96	913	249
9411	56296	ENSMUSG00000028610	Dmrtb1	0	0	2	23
55196	102635191	ENSMUSG00000090038	Gm16573	0	0	0	0
1753	14272	ENSMUSG00000015994	Fnta	1251	1068	1030	591
18503	75721	ENSMUSG00000079324	4932414N04Rik	0	0	0	0
29222	227358	ENSMUSG00000047443	Erfe	5	12	0	2
55051	102635012	ENSMUSG00000115043	Gm32455	0	0	0	0
59494	102640746	ENSMUSG00000116965	Gm36742	0	0	0	0
55490	102635567	ENSMUSG00000116979	Gm32865	0	0	0	0
29011	225207	ENSMUSG00000024420	Zfp521	15	4	19	25
22498	104215	ENSMUSG00000024143	Rhoq	1503	1457	1090	572
35677	387512	ENSMUSG00000056203	Tas2r135	0	1	0	0
29988	234069	ENSMUSG00000038542	Pcid2	508	566	313	226
19573	77781	ENSMUSG00000046785	Epm2aip1	888	1122	623	203
32495	268564	ENSMUSG00000033454	Zbtb1	844	819	734	236
19148	76938	ENSMUSG00000037197	Rbm17	1533	1201	849	654
29241	227615	ENSMUSG00000078201	Tmem203	423	433	287	281
25136	110794	ENSMUSG00000052435	Cebpe	10	0	1	0
53766	102633311	ENSMUSG00000108094	Gm31108	0	1	0	0
53867	102633437	ENSMUSG00000086382	Chrna1os	14	19	40	25
45365	100040766	ENSMUSG00000079429	Mroh2a	0	0	0	0
45247	100040462	ENSMUSG00000090272	Mndal	34	43	21	22
62976	105246059	ENSMUSG00000005983	Gm41410	1	0	0	1
36058	406220	ENSMUSG00000067594	Krt77	0	0	0	0
33686	320571	ENSMUSG00000028457	Atp8b5	8	5	54	16
33690	320581	ENSMUSG00000033520	Idi2	2	6	1	0
56758	102637176	ENSMUSG00000106718	Gm20052	0	0	0	0
35061	381816	ENSMUSG00000047720	Clec2m	0	0	0	0
12639	66125	ENSMUSG00000078348	Sf3b5	2297	1035	696	1338
30719	242418	ENSMUSG00000035572	Dcaf10	637	685	376	162
13642	67538	ENSMUSG00000045822	Zswim3	96	78	21	20
30969	244867	ENSMUSG00000053199	Arhgap20	3	0	1	7
32869	280621	ENSMUSG00000046750	Selenov	0	0	0	0
26974	116810	ENSMUSG00000042002	Foxn4	0	0	0	0
23070	107338	ENSMUSG00000025224	Gbf1	914	1175	502	221
30940	244562	ENSMUSG00000036872	Abcc12	4	9	5	4
35121	382075	ENSMUSG00000045620	Odf3l1	1	0	0	0
35013	381605	ENSMUSG00000039813	Tbc1d2	54	22	13	1
35006	381570	ENSMUSG00000066030	Oog2	0	0	0	0
36155	414103	ENSMUSG00000109251	E230032D23Rik	3	0	0	2
2523	15974	ENSMUSG00000100079	Ifnab	0	0	0	0
23075	107371	ENSMUSG00000053799	Exoc6	205	229	126	102
22906	106326	ENSMUSG00000022807	Osbpl11	706	567	408	224
28095	212108	ENSMUSG00000045232	Rln3	3	2	3	1
13475	67306	ENSMUSG00000043542	Zc2hc1a	191	410	298	140
28297	214489	ENSMUSG00000067722	BC003965	466	496	190	225
18150	75197	ENSMUSG00000113906	4930529N20Rik	0	0	0	0
14224	68465	ENSMUSG00000030168	Adipor2	2123	1660	673	385
13986	68033	ENSMUSG00000045438	Cox19	435	280	254	260
12658	66152	ENSMUSG00000059534	Uqcr10	1592	1263	1253	1937
28540	216877	ENSMUSG00000040620	Dhx33	444	415	227	115
51241	100873092	ENSMUSG00000089819	Gm15679	0	0	0	0
34416	332309	ENSMUSG00000073574	Grxcr2	0	0	0	0
36493	433813	ENSMUSG00000051557	Pusl1	269	290	187	56
27619	192775	ENSMUSG00000001901	Kcnh6	2	2	0	0
23942	108888	ENSMUSG00000029036	Atad3a	950	1030	222	200
29119	226255	ENSMUSG00000054843	Atrnl1	759	1101	592	256
37612	545951	ENSMUSG00000101708	Gm28453	0	0	0	0
64044	105247250	ENSMUSG00000101855	1700010N08Rik	0	0	0	0
30441	239217	ENSMUSG00000098557	Kctd12	1804	186	1297	1055
30324	237858	ENSMUSG00000046275	Trarg1	98	4	0	12
30304	237611	ENSMUSG00000040287	Stac3	4	2	3	0
28487	216543	ENSMUSG00000044066	Cep68	372	437	251	125
2462	15558	ENSMUSG00000034997	Htr2a	0	9	82	7
34372	330959	ENSMUSG00000032398	Snapc5	418	292	451	450
17974	74939	ENSMUSG00000114509	4930471G24Rik	0	0	0	0
65632	108168785	ENSMUSG00000086308	G630016G05Rik	5	0	14	2
29726	231874	ENSMUSG00000029617	Ccz1	948	746	542	350
33085	319480	ENSMUSG00000032243	Itga11	136	35	136	194
3601	17885	ENSMUSG00000055775	Myh8	0	0	0	0
30884	243958	ENSMUSG00000030468	Siglecg	5	0	3	1
20164	78762	ENSMUSG00000085719	4933424L21Rik	0	0	0	0
14464	68949	ENSMUSG00000074578	Zfas1	1887	909	1382	865
8330	52389	ENSMUSG00000025475	Adgra1	13	41	4	2
52478	102631612	ENSMUSG00000111866	E130101E03Rik	0	0	0	0
33297	319875	ENSMUSG00000035861	Tmprss11b	0	0	0	0
28614	217351	ENSMUSG00000025571	Tnrc6c	472	613	440	188
13531	67379	ENSMUSG00000054499	Dedd2	233	178	505	369
34311	330474	ENSMUSG00000059273	Zc3h4	774	1221	486	223
2194	15077	ENSMUSG00000093769	H3c14	1	0	0	0
55983	102636183	ENSMUSG00000085049	Parvaos	23	17	31	4
53293	102632690	ENSMUSG00000111825	Gm10646	0	0	0	0
6528	22758	ENSMUSG00000036721	Zscan12	73	78	34	46
29664	231413	ENSMUSG00000044221	Grsf1	1323	1091	570	366
21957	101602	ENSMUSG00000045165	AI467606	208	148	254	102
34169	329504	ENSMUSG00000074890	Lcmt2	121	85	29	47
22241	103511	ENSMUSG00000049872	Calhm5	202	114	274	259
62945	105246020	ENSMUSG00000097068	Gm26760	0	0	0	0
6270	22202	ENSMUSG00000069053	Uba1y	0	0	0	0
15076	70004	ENSMUSG00000038782	1700028J19Rik	26	7	3	2
24329	109689	ENSMUSG00000018909	Arrb1	424	251	188	129
19027	76722	ENSMUSG00000021622	Ckmt2	0	0	0	0
37614	545963	ENSMUSG00000003271	Gm5897	0	0	0	2
19458	77579	ENSMUSG00000020900	Myh10	817	327	103	306
53730	102633266	ENSMUSG00000102774	Gm9748	0	0	0	0
64420	108167546	ENSMUSG00000110713	Gm30606	0	0	0	0
34178	329559	ENSMUSG00000039834	Zfp335	380	521	247	114
30988	245038	ENSMUSG00000032500	Dclk3	5	0	2	0
32900	319149	ENSMUSG00000099583	H3c4	2	7	5	2
32901	319150	ENSMUSG00000069267	H3c2	1	1	0	3
32937	319187	ENSMUSG00000095217	H2bc15	0	1	0	2
32935	319185	ENSMUSG00000094338	H2bc13	0	0	0	0
22797	105689	ENSMUSG00000033004	Mycbp2	533	918	311	238
29688	231637	ENSMUSG00000042121	Ssh1	642	806	526	264
37461	545366	ENSMUSG00000033898	Cfhr2	0	0	0	0
30654	241528	ENSMUSG00000075224	Lrrc55	3	1	7	0
30122	235320	ENSMUSG00000066687	Zbtb16	7	28	14	2
29938	233649	ENSMUSG00000030897	Cnga4	2	0	0	0
29886	233080	ENSMUSG00000019429	Ffar3	0	0	0	0
29503	230126	ENSMUSG00000044813	Shb	609	620	435	241
29493	230075	ENSMUSG00000071014	Ndufb6	864	616	684	980
29448	229665	ENSMUSG00000070385	Ampd1	0	0	1	1
27924	209513	ENSMUSG00000069707	Taar4	0	0	0	0
37309	493809	ENSMUSG00000069708	Taar3	0	0	0	0
29440	229599	ENSMUSG00000038550	Ciart	31	41	107	89
29412	229363	ENSMUSG00000027823	Gmps	1246	1035	514	452
28907	224129	ENSMUSG00000022840	Adcy5	7	5	7	7
29216	227326	ENSMUSG00000049608	Gpr55	0	0	5	0
34883	381022	ENSMUSG00000048154	Kmt2d	1444	1953	583	438
30490	239766	ENSMUSG00000033383	Rtp1	0	0	0	0
31061	245670	ENSMUSG00000041658	Rragb	19	5	73	20
14090	68203	ENSMUSG00000047842	Diras2	3	3	8	5
34860	380863	ENSMUSG00000052485	Tmem171	1261	357	280	431
29231	227522	ENSMUSG00000049950	Rpp38	126	66	25	57
35162	382277	ENSMUSG00000096620	Gm5169	0	0	0	0
34399	331493	ENSMUSG00000073010	Gm5127	2	1	0	1
27840	208628	ENSMUSG00000029414	Kntc1	123	131	2	14
28386	215493	ENSMUSG00000028794	A3galt2	24	11	4	8
36270	432763	ENSMUSG00000034686	Prr7	494	206	229	199
28850	223722	ENSMUSG00000048755	Mcat	512	476	195	249
37842	574081	ENSMUSG00000071169	Defb46	0	0	0	0
18675	75974	ENSMUSG00000031093	Dock11	398	478	229	113
28410	215821	ENSMUSG00000019852	Arfgef3	1	7	0	5
37334	503491	ENSMUSG00000064213	Defa24	0	0	0	0
37792	547160	ENSMUSG00000095413	H2al1e	0	0	0	0
21897	101240	ENSMUSG00000058486	Wdr91	244	279	219	153
36693	434960	ENSMUSG00000094729	Gm20747	0	0	0	0
37627	546049	ENSMUSG00000065952	Rps23rg1	60	40	53	54
37464	545370	ENSMUSG00000066842	Hmcn1	9	41	63	5
8446	52592	ENSMUSG00000012076	Brms1l	341	326	207	113
28253	213948	ENSMUSG00000038295	Atg9b	107	62	3	6
37359	544710	ENSMUSG00000112223	Krtap10-10	0	0	0	0
34180	329575	ENSMUSG00000095362	Gm14325	281	275	224	114
32846	278679	ENSMUSG00000068252	Apol7b	0	0	0	0
14282	68564	ENSMUSG00000037857	Nufip2	901	649	1888	543
15314	70484	ENSMUSG00000033114	Slc35d2	68	81	34	39
40175	666002	ENSMUSG00000091945	Vmn2r114	0	0	0	0
34830	380730	ENSMUSG00000034239	Gm884	0	1	0	0
37839	554292	ENSMUSG00000093789	Methig1	0	0	0	0
33992	327951	ENSMUSG00000044795	Cyb5d1	693	732	546	192
3680	18010	ENSMUSG00000007038	Neu1	646	345	685	385
20815	93834	ENSMUSG00000021846	Peli2	185	54	241	341
27864	208890	ENSMUSG00000040569	Slc26a7	0	0	2	0
33915	320952	ENSMUSG00000047384	A730013G03Rik	0	2	0	2
19106	76874	ENSMUSG00000085684	4930469K13Rik	0	0	0	0
39409	637093	ENSMUSG00000078320	Tex13c1	0	0	0	0
50350	100503890	ENSMUSG00000087687	Pet100	236	154	275	401
41887	674895	ENSMUSG00000042567	Nek10	0	0	0	0
50606	100504518	ENSMUSG00000071540	3425401B19Rik	0	0	0	0
37860	595136	ENSMUSG00000028648	Ndufs5	0	0	0	0
31051	245610	ENSMUSG00000057000	Nxf3	0	0	0	0
42137	723907	ENSMUSG00000065418	Mir322	0	0	0	0
16445	72395	ENSMUSG00000085562	2610028E06Rik	0	0	0	0
39067	629147	ENSMUSG00000069372	Ctxn3	7	1	6	1
36692	434935	ENSMUSG00000096122	Gm21943	0	0	0	0
9972	58916	ENSMUSG00000024471	Myot	0	0	0	0
30968	244864	ENSMUSG00000060594	Layn	670	866	323	151
16417	72344	ENSMUSG00000033909	Usp36	436	416	223	214
34390	331401	ENSMUSG00000037475	Thoc2	684	723	349	248
37466	545384	ENSMUSG00000070501	Ifi214	4	2	3	1
37339	503610	ENSMUSG00000037553	Zdhhc18	1422	1559	734	379
34927	381236	ENSMUSG00000024766	Lipo3	2	0	0	2
9046	53877	ENSMUSG00000050766	Ear4	0	0	0	0
30943	244595	ENSMUSG00000071047	Ces1a	1	1	4	2
5494	20969	ENSMUSG00000020592	Sdc1	9839	4083	2029	282
28801	219228	ENSMUSG00000035566	Pcdh17	2	1	1	1
18383	75530	ENSMUSG00000020268	Lyrm7	10	19	30	16
30011	234358	ENSMUSG00000059897	Zfp930	108	125	17	18
28986	224904	ENSMUSG00000049760	Micos13	1560	1075	1166	1408
19095	76858	ENSMUSG00000016626	Nlrp14	0	0	0	0
50381	100503970	ENSMUSG00000079120	AY761185	0	0	0	0
14836	69582	ENSMUSG00000028917	Plekhm2	754	886	613	308
30991	245109	ENSMUSG00000054272	Zscan4c	0	0	0	0
7710	29809	ENSMUSG00000026721	Rabgap1l	372	551	478	101
27992	210573	ENSMUSG00000096847	Tmem151b	22	19	78	19
29345	228730	ENSMUSG00000074749	Kiz	389	415	667	270
29246	227624	ENSMUSG00000015087	Rabl6	699	816	446	432
9364	56196	ENSMUSG00000035958	Tdp2	417	358	226	205
36182	414872	ENSMUSG00000034636	Zyg11b	939	1294	560	175
3246	17131	ENSMUSG00000025880	Smad7	1391	2119	2265	1109
29900	233204	ENSMUSG00000038520	Tbc1d17	1017	1105	998	756
15398	70645	ENSMUSG00000072980	Oip5	67	43	0	32
34952	381338	ENSMUSG00000048814	Lonrf2	0	3	0	4
35102	382018	ENSMUSG00000034799	Unc13a	149	171	76	8
28623	217378	ENSMUSG00000020657	Dnajc27	179	255	168	83
30712	242341	ENSMUSG00000028238	Atp6v0d2	705	272	20	109
34482	338375	ENSMUSG00000026394	Atp6v1g3	0	0	0	0
29908	233271	ENSMUSG00000063297	Luzp2	2	2	12	6
2846	16469	ENSMUSG00000046380	Jrk	120	170	36	33
28595	217265	ENSMUSG00000018800	Abca5	134	115	141	19
33721	320634	ENSMUSG00000001173	Ocrl	512	514	234	102
28098	212123	ENSMUSG00000037103	Dcaf15	501	412	227	252
27809	208188	ENSMUSG00000051136	Ghsr	0	0	0	0
41070	667823	ENSMUSG00000060441	Trim5	0	0	0	2
28213	213452	ENSMUSG00000042046	Dstyk	693	770	602	169
23899	108657	ENSMUSG00000026269	Rnpepl1	686	756	426	354
19166	76965	ENSMUSG00000075478	Slitrk1	0	0	177	0
27247	140741	ENSMUSG00000046922	Gpr6	0	0	0	0
34783	378430	ENSMUSG00000051965	Nanos2	0	0	0	0
12933	66528	ENSMUSG00000048442	Smim5	7	6	71	5
28829	223626	ENSMUSG00000056665	Them6	201	110	101	154
32677	270058	ENSMUSG00000019261	Map1s	876	850	412	411
32855	279572	ENSMUSG00000033777	Tlr13	494	44	91	86
29906	233231	ENSMUSG00000070547	Mrgprb1	4	4	26	3
28247	213788	ENSMUSG00000074939	Chrm5	0	0	0	0
54114	102633758	ENSMUSG00000113387	Gm31508	0	0	0	0
53940	102633526	ENSMUSG00000113986	Gm31333	0	0	0	0
30622	241134	ENSMUSG00000054976	Nyap2	37	13	0	0
30437	239157	ENSMUSG00000046204	Pnma2	0	0	0	0
30398	238673	ENSMUSG00000044934	Zfp367	329	338	182	122
35060	381813	ENSMUSG00000030350	Prmt8	6	2	117	53
35034	381695	ENSMUSG00000029655	N4bp2l2	793	752	509	357
14909	69706	ENSMUSG00000034883	Lrr1	41	7	0	23
27744	207215	ENSMUSG00000047746	Fbxo40	4	0	1	0
28835	223649	ENSMUSG00000075590	Nrbp2	233	365	461	261
39234	631624	ENSMUSG00000117284	Gm7072	138	121	63	44
29210	227288	ENSMUSG00000048480	Cxcr1	0	1	0	0
45572	100041306	ENSMUSG00000094132	Gm3264	0	0	0	0
35540	386655	ENSMUSG00000046058	Eid2	376	489	241	486
17989	74966	ENSMUSG00000117852	4930471G03Rik	0	0	0	0
29977	233904	ENSMUSG00000042308	Setd1a	663	1001	406	250
34919	381203	ENSMUSG00000037451	Slc22a20	1	0	0	0
34421	332578	ENSMUSG00000047356	Lcn10	0	0	0	0
30854	243780	ENSMUSG00000037172	Dennd11	158	43	20	29
28272	214162	ENSMUSG00000002028	Kmt2a	1146	1946	481	641
29120	226265	ENSMUSG00000048029	Eno4	2	0	0	0
29020	225289	ENSMUSG00000033632	AW554918	117	178	105	55
35700	394432	ENSMUSG00000090124	Ugt1a7c	85	28	18	16
29778	232345	ENSMUSG00000030111	A2m	0	3	5	10
24646	110135	ENSMUSG00000033831	Fgb	6	0	0	0
42588	100034748	ENSMUSG00000025727	A930017K11Rik	1	0	0	5
21990	101861	ENSMUSG00000025133	Ints4	603	530	421	255
35004	381560	ENSMUSG00000037752	Xkr8	86	69	63	51
19664	77929	ENSMUSG00000047694	Yipf6	605	596	368	242
13470	67300	ENSMUSG00000047126	Cltc	9165	9684	4651	1948
34375	330998	ENSMUSG00000047606	Ankrd34c	0	0	0	0
35821	403183	ENSMUSG00000046828	Mettl21e	0	0	0	0
19530	77705	ENSMUSG00000027446	Cstdc2	0	1	19	0
30860	243834	ENSMUSG00000004500	Zfp324	140	109	45	54
35823	403187	ENSMUSG00000052214	Opa3	439	343	216	112
32479	268449	ENSMUSG00000058546	Rpl23a	26014	19625	15577	19181
35845	404240	ENSMUSG00000050870	Mrgprb8	0	0	0	1
42557	791415	ENSMUSG00000056411	Gm12500	1	1	1	0
33653	320506	ENSMUSG00000039704	Lmbrd2	170	338	100	18
33629	320472	ENSMUSG00000046442	Ppm1e	5	26	17	4
33619	320454	ENSMUSG00000079451	Tmprss11g	0	0	0	0
62840	105245909	ENSMUSG00000115749	Gm41289	0	0	0	0
62855	105245924	ENSMUSG00000089804	Gm16136	0	0	0	0
55898	102636079	ENSMUSG00000115142	Gm33251	0	0	0	0
55959	102636151	ENSMUSG00000115367	Gm33301	0	0	0	0
57782	102638507	ENSMUSG00000097286	Gm26684	0	0	2	0
62897	105245971	ENSMUSG00000069996	Gm41341	0	0	0	0
59490	102640742	ENSMUSG00000116097	Gm36738	8	3	14	39
53976	102633578	ENSMUSG00000115888	Gm31369	0	0	0	0
50525	100504312	ENSMUSG00000097613	Gm17597	0	0	4	0
57571	102638208	ENSMUSG00000086424	Gm15569	0	1	0	1
59241	102640415	ENSMUSG00000116204	Gm36480	0	0	0	0
57003	102637490	ENSMUSG00000116371	Gm34284	0	0	0	0
58998	102640093	ENSMUSG00000116402	Gm36246	0	0	0	0
63003	105246089	ENSMUSG00000068463	C730014E05Rik	0	0	0	0
65099	108168278	ENSMUSG00000116437	Gm46545	0	0	0	0
52964	102632240	ENSMUSG00000087214	Gm15555	0	0	0	0
53323	102632730	ENSMUSG00000116701	Gm30726	0	0	0	0
53388	102632814	ENSMUSG00000109333	Gm30790	0	0	0	0
18264	75355	ENSMUSG00000106791	4930553P18Rik	2	0	0	0
62801	105245866	ENSMUSG00000075463	4930594M22Rik	8	9	14	0
18635	75904	ENSMUSG00000084971	4930579D09Rik	0	0	0	0
64248	108167326	ENSMUSG00000085995	Gm2788	42	3	3	11
7045	27402	ENSMUSG00000010914	Pdhx	369	242	168	138
18448	75624	ENSMUSG00000005813	Metap1	1102	812	417	311
8503	52705	ENSMUSG00000063334	Krr1	879	574	260	173
53519	102632990	ENSMUSG00000100812	A730098A19Rik	0	0	0	0
49887	100502695	ENSMUSG00000097402	Gm17399	11	3	2	0
65591	108168742	ENSMUSG00000087549	Gm13427	3	0	0	0
34538	353342	ENSMUSG00000106847	Peg13	441	694	607	380
56417	102636737	ENSMUSG00000117437	Gm33727	0	0	0	1
50079	100503190	ENSMUSG00000100150	Gm19585	6	0	3	5
65166	108168350	ENSMUSG00000098552	Gm27217	0	0	0	0
33698	320593	ENSMUSG00000117172	A230051N06Rik	0	0	0	0
58943	102640031	ENSMUSG00000117029	Gm36201	0	0	0	0
33376	320021	ENSMUSG00000097254	C430042M11Rik	10	0	10	8
35814	403088	ENSMUSG00000018656	Tcaf3	0	0	0	0
16732	73010	ENSMUSG00000044067	Gpr22	0	0	0	0
30592	240843	ENSMUSG00000004031	Brinp2	0	0	0	1
35824	403200	ENSMUSG00000052642	Lypd9	0	0	0	0
22023	102060	ENSMUSG00000033751	Gadd45gip1	553	442	323	308
34434	333193	ENSMUSG00000036864	Proser3	28	52	54	33
16222	72045	ENSMUSG00000039339	Mfsd4b2	0	0	0	0
45481	100041085	ENSMUSG00000071335	Mfsd4b3-ps	5	8	8	5
34522	353234	ENSMUSG00000104148	Pcdha2	0	0	0	0
52972	102632251	ENSMUSG00000087030	Gm16143	0	0	0	0
16789	73122	ENSMUSG00000070939	Tgfbrap1	587	492	303	161
34779	368204	ENSMUSG00000067750	Khdc1a	0	0	0	0
22474	104184	ENSMUSG00000020840	Blmh	880	1193	952	576
35140	382137	ENSMUSG00000037845	Fdxacb1	72	53	55	19
28133	212531	ENSMUSG00000032261	Sh3bgrl2	286	303	126	27
754	12616	ENSMUSG00000068267	Cenpb	6282	7397	5063	2749
29702	231727	ENSMUSG00000029431	B3gnt4	3	0	0	0
29599	230868	ENSMUSG00000040972	Igsf21	0	0	1	0
17526	74241	ENSMUSG00000032997	Chpf	3891	5603	3346	1083
4880	19886	ENSMUSG00000019893	Ros1	0	0	0	0
28702	218203	ENSMUSG00000038175	Mylip	761	807	3219	975
21827	100705	ENSMUSG00000042010	Acacb	2	6	10	4
29709	231805	ENSMUSG00000046245	Pilra	204	21	21	53
29017	225280	ENSMUSG00000047989	Ino80c	602	840	243	165
20927	94044	ENSMUSG00000009112	Bcl2l13	502	627	314	187
20421	81905	ENSMUSG00000053395	Cacng8	79	17	11	19
20420	81904	ENSMUSG00000069806	Cacng7	503	88	580	586
21729	100129	ENSMUSG00000042804	Gpr153	1097	1239	2048	231
23211	107656	ENSMUSG00000051617	Krt9	0	0	0	0
38772	626834	ENSMUSG00000054046	Klk13	0	0	0	0
30196	236266	ENSMUSG00000063810	Alms1	51	103	48	21
28223	213522	ENSMUSG00000038167	Plekhg6	27	16	11	7
947	12918	ENSMUSG00000049796	Crh	0	6	4	3
35093	381974	ENSMUSG00000050276	Mrgprg	0	0	0	0
9068	53951	ENSMUSG00000050668	Gpatch11	468	375	270	202
30995	245195	ENSMUSG00000022651	Retnlg	922	27	249	39
34539	353344	ENSMUSG00000043972	Opn5	0	0	0	0
32812	277496	ENSMUSG00000045794	Lkaaear1	0	0	1	0
33360	319998	ENSMUSG00000051703	Tmem198	22	22	39	25
5045	20306	ENSMUSG00000035373	Ccl7	1198	84	346	686
59546	102640811	ENSMUSG00000085143	Gm11520	11	9	0	1
20225	78891	ENSMUSG00000024941	Scyl1	1538	1712	661	552
29840	232925	ENSMUSG00000066756	Igfl3	0	0	0	0
45062	100039911	ENSMUSG00000115245	Gm2491	0	0	0	0
52805	102632039	ENSMUSG00000104598	Gm30214	0	0	0	0
50066	100503142	ENSMUSG00000113701	B230303A05Rik	1	0	0	0
57729	102638434	ENSMUSG00000089671	Gm16537	2	0	5	0
54210	102633880	ENSMUSG00000086693	A730081D07Rik	2	2	3	2
35441	384763	ENSMUSG00000054893	Zfp667	28	24	32	48
27628	192986	ENSMUSG00000057778	Cyb5d2	173	190	172	99
30574	240667	ENSMUSG00000051984	Sec31b	3	6	4	0
30707	242285	ENSMUSG00000028236	Sdr16c5	0	0	0	0
33898	320924	ENSMUSG00000046318	Ccbe1	147	111	11	1
30448	239337	ENSMUSG00000047497	Adamts12	77	218	87	12
28776	219033	ENSMUSG00000060615	Ang4	0	0	0	0
29446	229658	ENSMUSG00000027860	Vangl1	583	349	205	93
38817	627214	ENSMUSG00000073805	Insyn2a	13	2	5	4
23448	108159	ENSMUSG00000052906	Ubxn8	483	389	265	140
44599	100038654	ENSMUSG00000072589	Gm10371	4	0	0	0
22032	102132	ENSMUSG00000096957	E230013L22Rik	32	21	21	20
17936	74884	ENSMUSG00000087604	Cdrt4os1	0	0	0	0
6439	22445	ENSMUSG00000057836	Xlr3a	0	0	0	0
22391	104082	ENSMUSG00000040560	Wdr7	334	680	227	102
15527	70901	ENSMUSG00000039540	4921524L21Rik	0	0	0	0
29258	227674	ENSMUSG00000026806	Ddx31	196	236	70	82
31016	245440	ENSMUSG00000118608	Gm4988	0	0	0	0
38396	623281	ENSMUSG00000093962	Gm11756	0	0	0	0
1469	13714	ENSMUSG00000026436	Elk4	209	292	162	57
16178	71974	ENSMUSG00000030505	Prmt3	706	825	310	159
20790	93728	ENSMUSG00000034732	Pabpc5	0	0	0	0
21886	101148	ENSMUSG00000042742	Bmt2	499	502	625	222
6619	23890	ENSMUSG00000040229	Gpr34	199	25	47	75
6614	23882	ENSMUSG00000021453	Gadd45g	768	490	2512	4229
3095	16821	ENSMUSG00000026919	Lcn4	0	0	0	0
3094	16820	ENSMUSG00000026936	Lcn3	0	0	0	0
6243	22158	ENSMUSG00000001521	Tulp3	2304	2474	1681	645
27819	208285	ENSMUSG00000091586	Cyp4f17	85	103	148	91
34232	329941	ENSMUSG00000056174	Col8a2	12	14	331	14
23036	107094	ENSMUSG00000035049	Rrp12	438	462	55	84
6681	23992	ENSMUSG00000002731	Prkra	579	453	597	377
32842	278304	ENSMUSG00000014198	Zfp385c	0	2	11	0
35693	387609	ENSMUSG00000071757	Zhx2	394	455	347	290
14116	68239	ENSMUSG00000053654	Krt42	0	0	0	0
30073	234839	ENSMUSG00000014444	Piezo1	4121	7619	1255	185
34837	380768	ENSMUSG00000062961	Ccdc177	2	0	2	4
18851	76382	ENSMUSG00000029766	1700012A03Rik	0	0	0	0
27804	208164	ENSMUSG00000047420	Fam180a	33	24	3318	53
29920	233424	ENSMUSG00000038540	Tmc3	51	4	12	1
30714	242377	ENSMUSG00000054659	Pm20d2	1	0	2	7
28724	218440	ENSMUSG00000045034	Ankrd34b	0	1	0	0
55632	102635744	ENSMUSG00000099564	Gm28729	0	0	0	0
18643	75915	ENSMUSG00000085633	Bloc1s6os	0	3	0	3
18474	75662	ENSMUSG00000087148	1700030C14Rik	0	1	0	0
34956	381352	ENSMUSG00000026941	Mamdc4	10	14	8	10
5852	21351	ENSMUSG00000025503	Taldo1	4902	3335	2688	2311
28900	224092	ENSMUSG00000022538	Lsg1	752	651	228	193
37490	545486	ENSMUSG00000016255	Tubb1	1	0	0	2
37577	545824	ENSMUSG00000056586	Zar1l	0	0	0	0
